INDEX,SYNONYMS,SMILES
329,molecule329,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
330,Vanillic Acid£¨Ïã²ÝËá£©,COc1cc(C(=O)O)ccc1O
331,molecule331,COc1cc(Cl)nc(N)n1
332,Sulfadimethoxine£¨»Ç°·¶þ¼×Ñõà×à¤£©,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
333,molecule333,COc1cc(O)ccc1O
334,molecule334,COc1cc(OC)c(C=O)c(OC)c1
335,molecule335,COc1cc(OC)c(OC)c(OC)c1
336,molecule336,COc1cc(OC)nc(N)n1
337,molecule337,COc1cc(OC)nc(SC)n1
338,molecule338,COc1cc2c(cc1OC)Sc1cc(OC)c(OC)cc1S2
339,Tranilast£¨ÇúÄáË¾ÌØ£©,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC
340,molecule340,COc1ccc(C(=O)O)cc1
341,molecule341,COc1ccc(S(N)(=O)=O)cc1
342,molecule342,COc1ccc([N+](=O)[O-])cc1O
343,molecule343,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O
344,Glyburide£¨¸ñÁÐ±¾ëå£©,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
345,molecule345,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
346,Indomethacin£¨ßÅßáÃÀÐÁ£©,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
347,Acemetacin£¨°¢Î÷ÃÀÐÁ£©,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
348,molecule348,COc1ccc2c(ccc[n+]2[O-])c1
349,Naproxen£¨ÝÁÆÕÉú£©,COc1ccc2cc(C(C)C(=O)O)ccc2c1
350,Agomelatine£¨°¢¸êÃÀÀ­Í¡£©,COc1ccc2cccc(CCNC(C)=O)c2c1
351,molecule351,COc1cccc(COc2cc(C)oc(=O)c2)c1
352,Amosulalol£¨°±»ÇÂå¶û£©,COc1ccccc1OCCNCC(O)c1ccc(C)c(S(N)(=O)=O)c1
353,Sulfameter£¨»Ç°·¶Ô¼×Ñõà×à¤£©,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
354,molecule354,COCC(=O)NCC=Cc1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1
355,Erlotinib£¨¶òÂåÌæÄá£©,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
356,molecule356,CS(=O)(=O)c1nccnc1C1CN2CCC1CC2
357,molecule357,CSc1nc(N)[nH]c(=S)c1C#N
358,molecule358,CSCCC(N)C(=O)O
359,Efavirenz£¨ÒÀ·¨Î¤ÂØ£©,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1
360,molecule360,O=c1[nH]c(=O)n(C2CCCO2)cc1F
361,Fluorouracil£¨·úÄòà×à¤£©,O=c1[nH]cc(F)c(=O)[nH]1
362,molecule362,C#Cc1c(F)c(F)c(C#C)c(F)c1F
363,molecule363,Fc1c(F)c(F)c(C#Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F
364,molecule364,Fc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F
365,molecule365,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F
366,molecule366,O=C1C=CC(=O)c2cc3c(F)c(F)c(F)c(F)c3cc21
367,5-Iodouracil£¨5-µâÄòà×à¤£©,O=c1[nH]cc(I)c(=O)[nH]1
368,molecule368,Ic1cn[nH]c1
369,molecule369,N#CC(C#N)=C(C#N)C#N
370,molecule370,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1
371,molecule371,N#CC(C#N)=c1ccc(=c2ccc(=C(C#N)C#N)o2)o1
372,molecule372,N#CC(C#N)=c1sc(=C(C#N)C#N)c2nccnc12
373,molecule373,N#Cc1cc(C#N)c(C#N)cc1C#N
374,molecule374,N#Cc1ccc(C#N)cc1
375,molecule375,N#Cc1ccc2ccccc2n1
376,molecule376,N#Cc1ccncc1
377,molecule377,N#Cc1nc(C#N)c(C#N)nc1C#N
378,molecule378,c1ccc(Nc2cccc(Nc3ccccn3)c2)nc1
379,molecule379,c1cnc(N=Nc2ncc(Nc3ncccn3)cn2)nc1
380,molecule380,N=c1c2ccccc2sc2nc3ccccc3n12
381,molecule381,C1=c2ccc3c4c(ccc(c24)=CN1)=CNC=3
382,Phenothiazine£¨·Ôàçàº£©,c1ccc2c(c1)Nc1ccccc1S2
383,molecule383,c1cnc(C2=NNC(c3cnccn3)=NN2)cn1
384,molecule384,NC(CO)C(=O)O
385,molecule385,NC(=NO)c1ccccn1
386,molecule386,NC(=O)C=Cc1ccccc1
387,Cyheptamide£¨»·¸ýÃ×ÌØ£©,NC(=O)C1c2ccccc2CCc2ccccc21
388,molecule388,NC(=O)c1ccc([N+](=O)[O-])cc1
389,molecule389,NC(=O)c1ccc(Cl)cc1
390,molecule390,NC(=O)c1ccc(Cn2cccn2)cc1
391,molecule391,NC(=O)c1ccc(O)cc1
392,molecule392,NC(=O)c1cccc(N)c1
393,molecule393,NC(=O)c1ccccc1
394,Salicylamide£¨Ë®Ñîõ£°·£©,NC(=O)c1ccccc1O
395,molecule395,NC(=O)c1ccccn1
396,Niacinamide£¨ÑÌõ£°·£©,NC(=O)c1cccnc1
397,molecule397,NC(=O)c1ccncc1
398,Pyrazinamide£¨ßÁàºõ£°·£©,NC(=O)c1cnccn1
399,molecule399,NC(=O)c1ccco1
400,molecule400,NC(=O)CN1CC(O)CC1=O
401,Piracetam£¨ßÁÀ­Î÷Ì¹£©,NC(=O)CN1CCCC1=O
402,Carbamazepine£¨¿¨ÂíÎ÷Æ½£©,NC(=O)N1c2ccccc2C=Cc2ccccc21
403,Oxcarbazepine£¨°Â¿¨Î÷Æ½£©,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
404,molecule404,NC(=O)N1c2ccccc2CCc2ccccc21
405,molecule405,NC(N)=S
406,molecule406,NC(=S)NN=C1CCCc2ccccc21
407,molecule407,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O
408,molecule408,NC(Cc1c[nH]c2ccccc12)C(=O)O
409,molecule409,NC(Cc1ccccc1)C(=O)O
410,molecule410,NC(=O)NCCCC(N)C(=O)O
411,molecule411,Nc1nc(-c2ccccc2)cc(=O)[nH]1
412,Lamivudine£¨À­Ã×·ò¶¨£©,Nc1ccn(C2CSC(CO)O2)c(=O)n1
413,Cytosar£¨°¢ÌÇ°ûÜÕ£©,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
414,molecule414,Nc1cc[nH]c(=O)n1
415,molecule415,Nc1nc(=O)[nH]cc1F
416,molecule416,NC1=NC2=NC(N)=NC3=NC(N)=NC(=N1)N23
417,Acyclovir£¨°¢ÎôÂåÎ¤£©,Nc1nc2c(ncn2COCCO)c(=O)[nH]1
418,molecule418,Nc1cc(C(=O)O)cc(C(=O)O)c1
419,molecule419,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
420,molecule420,Nc1ccc(C(=O)O)c(O)c1
421,molecule421,Nc1ccc([N+](=O)[O-])cc1
422,molecule422,Nc1ccc(C(=O)O)cc1
423,molecule423,Nc1ccc(-c2ccc(N)cc2)cc1
424,Dapsone£¨°±±½í¿£©,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
425,Sulfanilamide£¨»Ç°·£©,Nc1ccc(S(N)(=O)=O)cc1
426,Sulfadiazine£¨»Ç°·à×à¤£©,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
427,molecule427,Nc1ccc(Cc2ccc(N)cc2)cc1
428,molecule428,Nc1ccc(Cl)cn1
429,molecule429,Nc1ccc([N+](=O)[O-])cn1
430,molecule430,Nc1ccc(N)cc1
431,Phenazopyridine£¨·ÇÄÇßÁà¤£©,Nc1ccc(N=Nc2ccccc2)c(N)n1
432,Mesalamine£¨ÃÀÉ³À­àº£©,Nc1ccc(O)c(C(=O)O)c1
433,molecule433,Nc1ccc(Oc2ccc(N)cc2)cc1
434,molecule434,Nc1ccc2ccc3c(N)ccc4ccc1c2c43
435,molecule435,Nc1cccc(C(=O)O)c1
436,molecule436,Nc1cccc(Cl)n1
437,molecule437,Nc1cccc(N)n1
438,molecule438,Nc1cccc(O)c1
439,molecule439,Nc1cccc2c1C(=O)c1ccccc1C2=O
440,Lenalidomide£¨À´ÄÇ¶È°·£©,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
441,molecule441,Nc1ccccc1C(=O)O
442,molecule442,NC1CCCCC1N
443,molecule443,Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1
444,molecule444,Nc1nc(-c2csc(N)n2)cs1
445,molecule445,Nc1nc(N)c(Cl)cc1Cl
446,molecule446,Nc1nc(N)nc(N)n1
447,molecule447,Nc1nc(N)nc(-c2ccccc2)n1
448,molecule448,Nc1nc(SSc2n[nH]c(N)n2)n[nH]1
449,molecule449,Nc1nc2ccc([N+](=O)[O-])cc2s1
450,Riluzole£¨ÀûÂ³ßò£©,Nc1nc2ccc(OC(F)(F)F)cc2s1
451,molecule451,Nc1nc2ccccc2[nH]1
452,molecule452,Nc1ncc([N+](=O)[O-])s1
453,molecule453,Nc1nccc(-c2ccncc2)n1
454,molecule454,Nc1ncnc2[nH]cnc12
455,Adenosine£¨ÏÙÜÕ£©,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
456,Adefovir£¨°¢µÂ¸£Î¤£©,Nc1ncnc2c1ncn2CCOCP(=O)(O)O
457,molecule457,Nc1ncncc1-c1ccccc1
458,Lamotrigine£¨À­ÄªÈýàº£©,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
459,Zoxazolamine£¨ÂÈ±½¶ñßò°·£©,Nc1nc2cc(Cl)ccc2o1
460,molecule460,NCC(=O)O
461,Baclofen£¨°ÍÂÈ·Ò£©,NCC(CC(=O)O)c1ccc(Cl)cc1
462,Gabapentin£¨¼Ó°ÍÅç¶¡£©,NCC1(CC(=O)O)CCCCC1
463,molecule463,NCCOCCOCCN
464,molecule464,Nn1c(-c2ccccn2)nnc1-c1ccccn1
465,molecule465,Nn1c(-c2ccncc2)nnc1-c1ccncc1
466,molecule466,Nn1c(-c2cnccn2)nnc1-c1cnccn1
467,molecule467,NNC(=O)c1cccnc1
468,molecule468,NNC(=O)c1ccncc1
469,Furosemide£¨ß»àçÃ×£©,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
470,Chlorothiazide£¨ÂÈàçàº£©,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
471,Hydrochlorothiazide£¨ÇâÂÈàçàº£©,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
472,molecule472,NS(=O)(=O)c1ccccc1
473,molecule473,NS(=O)(=O)c1cnccc1-n1ccccc1=O
474,Zonisamide£¨ßòÄáÉ³°·£©,NS(=O)(=O)Cc1noc2ccccc12
475,molecule475,O=C(C=Cc1ccncc1)C=Cc1ccncc1
476,molecule476,O=C(c1ccccc1)c1ccccc1
477,Praziquantel£¨ßÁà­Íª£©,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
478,molecule478,O=C(c1ccccn1)c1ccccn1
479,molecule479,O=C(Cn1ccnc1)c1ccccc1
480,molecule480,N#Cc1ccc(NC(=O)Nc2ccc(C#N)cc2)cc1
481,molecule481,O=C(Nc1ccccc1)C(=O)Nc1ccccc1
482,molecule482,O=C(Nc1ccccc1)Nc1cccc2ncccc12
483,molecule483,O=C(Nc1ccccn1)c1cccnc1
484,molecule484,O=C(Nc1ccccn1)c1ccncc1
485,molecule485,O=C(Nc1cccnc1)Nc1cccnc1
486,molecule486,O=C(NNC(=O)c1cccnc1)c1cccnc1
487,molecule487,O=C1C=CC(=O)C=C1
488,molecule488,O=C1C=CC(=O)c2ccccc21
489,molecule489,O=C1c2ccc(=O)ccc2C(=O)c2ccc(=O)ccc21
490,molecule490,O=c1ccn(-c2ccc(-n3ccc(=O)cc3)cc2)cc1
491,Barbituric acid£¨°Í±ÈÍ×Ëá£©,O=C1CC(=O)NC(=O)N1
492,molecule492,O=C1CC2(CCCCC2)CN1
493,Cilostazol£¨Î÷ÂåËûßò£©,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
494,molecule494,O=c1c(-c2ccccc2)nc2c[nH]ccn1-2
495,molecule495,O=C1NC(=O)c2ccccc21
496,molecule496,O=c1[nH]c(=O)[nH]c(=O)[nH]1
497,molecule497,O=c1cc2ccccc2c[nH]1
498,Uracil£¨Äòà×à¤£©,O=c1cc[nH]c(=O)[nH]1
499,molecule499,O=c1cccc[nH]1
500,molecule500,O=c1ccc2ccccc2[nH]1
501,molecule501,O=C1NCCN1
502,molecule502,O=c1[nH]ncc2ccccc12
503,Saccharin£¨ÌÇ¾«£©,O=C1NS(=O)(=O)c2ccccc21
504,molecule504,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12
505,molecule505,O=C1OC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O
506,molecule506,O=C1OCCC12CC2(c1ccccc1)c1ccccc1
507,molecule507,O=CNC1CCCCC1
508,molecule508,O=S(c1ccccc1)c1ccccc1
509,molecule509,O=S(Cc1ccccc1)Cc1ccccc1
510,molecule510,O=S1CCS(=O)CC1
511,molecule511,c1ccc(-c2cnc(-c3ccccc3)o2)cc1
512,molecule512,c1cncc(-c2nnc(-c3cccnc3)o2)c1
513,molecule513,c1cc(-c2nnc(-c3ccncc3)o2)ccn1
514,molecule514,O=C(C=C(O)c1ccncc1)c1ccccc1
515,molecule515,N#CC(=Cc1ccc(O)cc1)C(=O)O
516,molecule516,O=C(O)C(=O)O
517,molecule517,O=C(O)C(c1ccccc1)c1ccccc1
518,molecule518,O=C(O)C(c1cccs1)c1cccs1
519,molecule519,O=C(O)C[N+]12CCN(CC1)CC2
520,molecule520,O=C(O)C[n+]1ccccc1
521,molecule521,O=C(O)C=C=CC(=O)O
522,molecule522,O=C(O)C=CC(=O)O
523,molecule523,O=C(O)C=Cc1c(F)c(F)c(F)c(F)c1F
524,molecule524,O=C(O)C=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
525,molecule525,O=C(O)C=Cc1ccc(C=CC(=O)O)cc1
526,molecule526,O=C(O)C=Cc1ccc(O)c(O)c1
527,molecule527,O=C(O)C=Cc1ccc(O)cc1
528,molecule528,O=C(O)C=Cc1ccccc1
529,molecule529,O=C(O)C=Cc1cccs1
530,molecule530,O=C(O)C1(c2ccccc2)CCCC1
531,molecule531,O=C(O)c1cc2ccccc2oc1=O
532,molecule532,O=C(O)C1C(C(=O)O)C(C(=O)O)C1C(=O)O
533,molecule533,O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
534,molecule534,O=C(O)c1c(F)c(F)c(C(=O)O)c(F)c1F
535,molecule535,O=C(O)c1c(F)c(F)c(F)c(F)c1F
536,molecule536,O=C(O)c1c(F)cc(F)cc1F
537,molecule537,O=C(O)c1c(F)cccc1F
538,molecule538,O=C(O)c1c(O)cc(O)cc1O
539,molecule539,O=C(O)C1c2ccccc2-c2ccccc21
540,molecule540,O=C(O)c1cc(C(=O)O)[nH]n1
541,molecule541,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
542,molecule542,O=C(O)C1CC(C(=O)O)C(C(=O)O)CC1C(=O)O
543,molecule543,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
544,molecule544,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
545,molecule545,O=C(O)C1CC(C(=O)O)CC(C(=O)O)C1
546,molecule546,O=C(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
547,molecule547,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
548,molecule548,O=C(O)c1cc([N+](=O)[O-])ccc1Cl
549,molecule549,O=C(O)c1cc([N+](=O)[O-])ccc1O
550,Diflunisal£¨¶þ·úÄáÁø£©,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
551,molecule551,O=C(O)c1cc(Cl)c(C(=O)O)cc1Cl
552,molecule552,O=C(O)c1cc(Cl)ccc1[N+](=O)[O-]
553,molecule553,O=C(O)c1cc(Cl)ccc1O
554,molecule554,O=C(O)c1cc(F)c(F)c(F)c1
555,molecule555,O=C(O)c1cc(F)c(F)c(F)c1F
556,molecule556,O=C(O)c1cc(F)c(F)cc1F
557,molecule557,O=C(O)c1cc(F)cc(C(=O)O)c1
558,molecule558,O=C(O)c1cc(F)cc(F)c1
559,molecule559,O=C(O)c1cc(I)cc(I)c1O
560,molecule560,O=C(O)c1cc(O)c(C(=O)O)cc1O
561,molecule561,O=C(O)c1cc(O)c(O)c(O)c1
562,molecule562,O=C(O)c1cc(O)cc(O)c1
563,molecule563,O=C(O)c1cc(O)ccc1O
564,molecule564,O=C(O)c1cc2ccccc2[nH]1
565,molecule565,O=C(O)c1cc2ccccc2cc1O
566,molecule566,O=C(O)c1ccc([N+](=O)[O-])cc1
567,molecule567,O=C(O)c1ccc(C(=O)c2ccccc2C(=O)O)cc1
568,molecule568,O=C(O)c1ccc(C(=O)O)cc1
569,molecule569,O=C(O)C1CCC(C(=O)O)CC1
570,Deferasirox£¨µØÀ­ÂÞË¾£©,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
571,molecule571,O=C(O)c1ccc([N+](=O)[O-])cc1Cl
572,molecule572,O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1
573,molecule573,O=C(O)c1ccc(Cl)cc1
574,molecule574,O=C(O)c1ccc(Cl)cc1[N+](=O)[O-]
575,molecule575,O=C(O)c1ccc(Cl)s1
576,molecule576,O=C(O)c1ccc(F)c(F)c1F
577,molecule577,O=C(O)c1ccc(F)cc1
578,molecule578,O=C(O)c1ccc(O)c([N+](=O)[O-])c1
579,molecule579,O=C(O)c1ccc(O)c(O)c1
580,molecule580,O=C(O)c1ccc(O)cc1
581,molecule581,O=C(O)c1ccc(O)cc1O
582,molecule582,O=C(O)c1ccc(C(=O)O)s1
583,molecule583,O=C(O)c1ccc2c3c(ccc(C(=O)O)c13)C(=O)OC2=O
584,molecule584,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
585,molecule585,O=C(O)c1ccc2ccccc2c1
586,molecule586,O=C(O)c1ccc2ccccc2c1-c1c(C(=O)O)ccc2ccccc12
587,molecule587,O=C(O)c1ccc2ccccc2n1
588,molecule588,O=C(O)c1cccc(C(=O)O)c1C(=O)O
589,molecule589,O=C(O)c1cccc([N+](=O)[O-])c1
590,molecule590,O=C(O)c1cccc(C(=O)O)c1
591,molecule591,O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O
592,molecule592,O=C(O)c1cccc(Cl)c1
593,molecule593,O=C(O)c1cccc(Cl)c1[N+](=O)[O-]
594,molecule594,O=C(O)c1cccc(F)c1
595,molecule595,O=C(O)c1cccc(F)c1F
596,molecule596,O=C(O)c1cccc(C(=O)O)n1
597,molecule597,O=C(O)c1cccc(O)c1
598,molecule598,O=C(O)c1cccc(O)c1O
599,molecule599,O=C(O)c1cccc2cccc(C(=O)O)c12
600,molecule600,O=C(O)C1CCCCC1
601,molecule601,O=C(O)c1ccccc1
602,molecule602,O=C(O)c1ccccc1[N+](=O)[O-]
603,molecule603,O=C(O)c1ccccc1C(=O)O
604,molecule604,O=C(O)C1CCCCC1C(=O)O
605,molecule605,O=C(O)c1ccccc1-c1ccccc1C(=O)O
606,molecule606,O=C(O)c1ccccc1Cl
607,Flufenamic acid£¨·ú·ÒÄÇËá£©,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
608,Salicylic Acid£¨Ë®ÑîËá£©,O=C(O)c1ccccc1O
609,molecule609,O=C(O)c1ccccc1S
610,molecule610,O=C(O)c1ccccc1SSc1ccccc1C(=O)O
611,Proline£¨¸¬°±Ëá£©,O=C(O)C1CCCN1
612,molecule612,O=C(O)C1CCCNC1
613,Nicotinic acid£¨ÑÌËá£©,O=C(O)c1cccnc1
614,Quinolinic acid£¨à­ßøËá£©,O=C(O)c1cccnc1C(=O)O
615,Niflumic acid£¨Äá·úËá£©,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
616,molecule616,O=C(O)c1cccs1
617,molecule617,O=C(O)c1nccnc1C(=O)O
618,Lonidamine£¨ÂÈÄá´ïÃ÷£©,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12
619,molecule619,O=C(O)c1nsnc1C(=O)O
620,molecule620,O=C(O)C=C(CC(=O)O)C(=O)O
621,molecule621,O=C(O)CC(=O)O
622,molecule622,O=C(O)CC(C(=O)O)c1ccccc1
623,molecule623,O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O
624,molecule624,O=C(O)CC(CC(=O)O)C(=O)O
625,molecule625,O=C(O)CC(O)(CC(=O)O)C(=O)O
626,molecule626,O=C(O)CC=CCC(=O)O
627,molecule627,O=C(O)Cc1c[nH]c2ccccc12
628,molecule628,O=C(O)Cc1ccc(CC(=O)O)cc1
629,molecule629,O=C(O)Cc1ccc([N+](=O)[O-])cc1
630,molecule630,O=C(O)Cc1ccc(O)cc1
631,molecule631,O=C(O)Cc1ccc2ccccc2c1
632,molecule632,O=C(O)Cc1cccc(CC(=O)O)c1
633,molecule633,O=C(O)Cc1cccc2ccccc12
634,Phenylacetic Acid£¨±½ÒÒËá£©,O=C(O)Cc1ccccc1
635,Diclofenac£¨Ë«ÂÈ·ÒËá£©,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
636,molecule636,O=C(O)CCC(=O)C(=O)O
637,Fenbufen£¨·Ò²¼·Ò£©,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
638,molecule638,O=C(O)CCC(=O)CCC(=O)O
639,molecule639,O=C(O)CCC(=O)O
640,molecule640,O=C(O)CCc1c[nH]c2ccccc12
641,Oxaprozin£¨°ÂÉ³ÆÕàº£©,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
642,molecule642,O=C(O)CCCC(=O)O
643,molecule643,O=C(O)CCCc1c[nH]c2ccccc12
644,molecule644,O=C(O)CCCCC(=O)O
645,molecule645,O=C(O)CCCCCC(=O)O
646,molecule646,O=C(O)CCCCCCC(=O)O
647,Azelaic Acid£¨ÈÉ¶þËá£©,O=C(O)CCCCCCCC(=O)O
648,molecule648,O=C(O)CCCCCCCCC(=O)O
649,molecule649,O=C(O)CCCCCCCCCCCBr
650,molecule650,O=C(O)CCCSSCCCC(=O)O
651,molecule651,O=C(O)CCSCCC(=O)O
652,molecule652,O=C(O)Cn1c(=O)c2cc3c(=O)n(CC(=O)O)c(=O)c3cc2c1=O
653,molecule653,O=C(O)CN1C(=O)c2ccccc2C1=O
654,molecule654,O=C(O)CNC(=O)NCC(=O)O
655,molecule655,O=C(O)CNS(=O)(=O)c1ccc(C(=O)O)cc1
656,molecule656,O=C(O)CNS(=O)(=O)c1cccc(C(=O)O)c1
657,molecule657,O=C(O)COc1c(Cl)cccc1Cl
658,molecule658,O=C(O)COc1cc(Cl)c(Cl)cc1Cl
659,molecule659,O=C(O)COc1cc(Cl)cc(Cl)c1
660,molecule660,O=C(O)COc1ccc(Cl)c(Cl)c1
661,molecule661,O=C(O)COc1ccc(Cl)cc1Cl
662,molecule662,O=C(O)COc1cccc(Cl)c1Cl
663,molecule663,O=C(O)COc1cccc2ccccc12
664,molecule664,O=C(O)COc1ccccc1C(=O)O
665,molecule665,O=C(O)CP(=O)(O)O
666,molecule666,O=C(O)CSc1ncccc1C(=O)O
667,molecule667,O=C(O)CSCC(=O)O
668,molecule668,O=C(O)CSCc1ccc(CSCC(=O)O)cc1
669,molecule669,O=C(O)C(O)C(=O)O
670,Mandelic Acid£¨±âÌÒËá£©,O=C(O)C(O)c1ccccc1
671,molecule671,O=C(O)C(O)C(O)C(=O)O
672,molecule672,OC(c1ccccc1)C(O)c1ccccc1
673,Malic Acid£¨Æ»¹ûËá£©,O=C(O)CC(O)C(=O)O
674,Ezetimibe£¨ÒÀÕÛÂó²¼£©,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1
675,Fluconazole£¨·ú¿µßò£©,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
676,Chloral Hydrate£¨Ë®ºÏÂÈÈ©£©,OC(O)C(Cl)(Cl)Cl
677,Haloperidol£¨·úßßà¤´¼£©,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
678,molecule678,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl
679,Myricetin£¨ÑîÃ·ËØ£©,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
680,Quercetin£¨éÎÆ¤ËØ£©,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
681,Kaempferol£¨É½ÄÎ·Ó£©,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
682,Fisetin£¨·ÇÉªÍª£©,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12
683,molecule683,O=C1C=C(O)C(=O)c2ccccc21
684,molecule684,O=c1[nH]cccc1O
685,molecule685,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
686,molecule686,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
687,molecule687,Oc1c(F)c(F)c(F)c(F)c1F
688,molecule688,Oc1c(F)c(F)c(O)c(F)c1F
689,molecule689,Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl
690,molecule690,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1
691,molecule691,Oc1cc(Cl)c(Cl)c(Cl)c1
692,molecule692,Oc1cc(Cl)c(O)cc1Cl
693,molecule693,Oc1cc(O)c(O)cc1O
694,Luteolin£¨Ä¾Ï¬²ÝËØ£©,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
695,molecule695,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12
696,molecule696,Oc1cc(O)cc(O)c1
697,Ellagic Acid£¨÷·»¨Ëá£©,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
698,molecule698,Oc1cc2ccccc2cc1O
699,molecule699,O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-]
700,isoliquiritigenin£¨Òì¸Ê²ÝËØ£©,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O
701,Resveratrol£¨°×Þ¼Â«´¼£©,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1
702,molecule702,O=[N+]([O-])c1ccc(C=Cc2ccc(O)cc2)cc1
703,molecule703,O=[N+]([O-])c1ccc(O)cc1
704,molecule704,N#Cc1ccc(O)cc1
705,molecule705,O=C(c1ccc(O)cc1)c1ccc(O)cc1
706,molecule706,Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1
707,Genistein£¨Ä¾»ÆÍª£©,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
708,Naringenin£¨èÖÆ¤ËØ£©,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21
709,molecule709,O=[N+]([O-])c1ccc(-c2ccc(O)cc2)cc1
710,molecule710,Oc1ccc(-c2ccc(O)cc2)cc1
711,molecule711,Oc1ccc(-c2ccccc2)cc1
